NAME,CREATOR,TYPE,CTIME,REMARKS,PACKED_DESC,VIEW_DESC,COLCOUNT,FID,TID,CARD,NPAGES,FPAGES,OVERFLOW,PARENTS,CHILDREN,SELFREFS,KEYCOLUMNS,KEYOBID,REL_DESC,BASE_NAME,BASE_SCHEMA,TBSPACE,INDEX_TBSPACE,LONG_TBSPACE,KEYUNIQUE,CHECKCOUNT,CHECK_DESC,STATS_TIME,DEFINER,TRIG_DESC,DATA_CAPTURE,STATUS,CONST_CHECKED,PMAP_ID,ENCODING_SCHEME,PCTFREE,ROWTYPESCHEMA,ROWTYPENAME,APPEND_MODE,PARTITION_MODE,REFRESH,REFRESH_TIME,LOCKSIZE,VOLATILE,REMOTE_DESC,CLUSTERED,AST_DESC,DROPRULE,LOGINDEXBUILD,PROPERTY,STATISTICS_PROFILE,COMPRESSION,ACCESS_MODE,ACTIVE_BLOCKS,MAXFREESPACESEARCH,AVGCOMPRESSEDROWSIZE,AVGROWCOMPRESSIONRATIO,AVGROWSIZE,PCTROWSCOMPRESSED,CODEPAGE,PCTPAGESSAVED,LAST_REGEN_TIME,SECPOLICYID,PROTECTIONGRANULARITY,INVALIDATE_TIME,DEFINERTYPE,ALTER_TIME,AUDITPOLICYID,COLLATIONID,COLLATIONID_ORDERBY,ONCOMMIT,ONROLLBACK,LOGGED,LASTUSED,CONTROL,CONTROLS_DESC,ROWCOMPMODE,AUDITEXCEPTION_DESC,AUDITEXCEPTIONENABLED,MPAGES,EXTENDED_ROW_SIZE,PCTEXTENDEDROWS
SYSPARTITIONMAPS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,c00a00002a0000000500000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000002000000000000000000000000000000000000000000000000000000000080bf00000000feffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000009805000020090000000000000000000000000000000000000000000000000000300a000000000000300900000014080000000100e70300000000feffb8040000000000000000000000000000200000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230411032347809795202007291729347743812022081522131408025100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,2,42,0,5,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-11 03:23:47.809795,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,32,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:14.080251,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-02-21,R,60100000030000000300000000000000000000000000000020050000d700000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002c000600080010000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953504152544954494f4e4d41505300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSBUFFERPOOLS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,b01400002b0000000300000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000007000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000000000000000000000000000000078090000b0100000000000000000000000000000000000000000000000000000b813000000000000c01000000014080000000200e70300000000feffb8040000000000000000000000000000320000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230414021348163667202007291729347743812022081522131374913800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,7,43,0,3,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-14 02:13:48.163667,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,50,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:13.749138,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,f00f0000030000000300000000000000000000000000000020050000bf00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002a00060008000e000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953425546464552504f4f4c53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSBUFFERPOOLNODES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,180b00002c0000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000003000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000048060000f0090000000000000000000000000000000000000000000000000000700a000000000000000a00000014080000000100e70300000000feffb8040000000000000000000000000000000000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230402003847250408202007291729347743812022081522131372217500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,3,44,0,0,0,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-02 00:38:47.250408,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,0,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:13.722175,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2022-11-23,R,f00f0000030000000300000000000000000000000000000020050000bd00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002e000600080012000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953425546464552504f4f4c4e4f4445530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSCOLPROPERTIES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,a0180000080000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000008000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000880b0000b81600000000000000000000000000000000000000000000000000008817000000000000c81600000014080000000300e70300000000feffb8040000000000000000000000000000000000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230405201847932547202007291729347743812022081522131120397500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,8,8,0,0,0,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-05 20:18:47.932547,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,0,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.203975,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,501100000300000003000000000000000000000000000000200500001b00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002c000600080010000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953434f4c50524f5045525449455300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSATTRIBUTES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,504c00002d0000005c01000000000000020000000000000002000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000001b000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001b000000000000000000000000000000000000000000000000000000000000006819000068250000000000000000000000000000000000000000000000000000184a000000000000782500000014080000000300e70300000000feffb8040000000000000000000000000000b50000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230329234348049245202007291729347743812022081522131074360700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,27,45,0,348,2,2,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-03-29 23:43:48.049245,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,181,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:10.743607,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-22,R,481100000300000003000000000000000000000000000000200500000100000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002900060008000d000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534154545249425554455300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSHIERARCHIES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,401900002e0000000b00000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000007000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000700000000000000000000000000000000000000000000000000000000000000880a0000481200000000000000000000000000000000000000000000000000004818000000000000581200000014080000000200e70300000000feffb80400000000000000000000000000005f0000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230330080440772251202007291729347743812022081522131169936100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,7,46,0,11,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-03-30 08:04:40.772251,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,95,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.699361,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-25,R,381200000300000003000000000000000000000000000000200500003b00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002a00060008000e000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534849455241524348494553000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSTBSPACEAUTH,SYSIBM  ,T,2020-07-29 17:29:34.774381,,682d00002f000000db3a000000000000490000000000000049000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000009000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000000000000000000180b0000381d0000000000000000000000000000000000000000000000000000202c000000000000481d00000014080000000500e70300000000feffb8040000000000000000000000000000450000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230415113347898623202007291729347743812022081522131307521700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,9,47,0,15067,73,73,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-15 11:33:47.898623,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,69,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:13.075217,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,681000000300000003000000000000000000000000000000200500009700000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002a00060008000e000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359535442535041434541555448000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSCOLOPTIONS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,b00d0000300000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000005000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000000000090080000500c0000000000000000000000000000000000000000000000000000f00c000000000000600c00000014080000000100e70300000000feffb8040000000000000000000000000000000000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230418143347436644202007291729347743812022081522131117321600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,5,48,0,0,0,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-18 14:33:47.436644,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,0,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.173216,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,501100000300000003000000000000000000000000000000200500001900000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002900060008000d000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953434f4c4f5054494f4e5300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSFUNCMAPOPTIONS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,d80b0000310000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000003000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000008070000b00a0000000000000000000000000000000000000000000000000000300b000000000000c00a00000014080000000100e70300000000feffb8040000000000000000000000000000000000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230401014350335820202007291729347743812022081522131161997200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,3,49,0,0,0,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-01 01:43:50.33582,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,0,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.619972,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2022-11-25,R,881000000300000003000000000000000000000000000000200500003500000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002d000600080011000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f53595346554e434d41504f5054494f4e53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSFUNCMAPPARMOPTIONS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,900d0000320000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000005000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000000000058080000280c0000000000000000000000000000000000000000000000000000c80c000000000000380c00000014080000000100e70300000000feffb8040000000000000000000000000000000000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230401034847922859202007291729347743812022081522131165036700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,5,50,0,0,0,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-01 03:48:47.922859,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,0,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.650367,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2022-11-25,R,881000000300000003000000000000000000000000000000200500003700000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e804000000000000080031000600080015000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f53595346554e434d41505041524d4f5054494f4e530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
